API ID,API_NM,CO_NM,1차제외,API 종료,표준진단제외,표준,비고,1차진단,2차진단대상
15078487,충청북도_서부소방서 119구급대 활동 내용,충청북도,,,,,,1차진단,진단대상
15078768,충청북도_도내 174개 하천 수질검사 결과 시.군별 평균농도(2019),충청북도,,,,,,1차진단,진단대상
15058247,대전광역시_버스 위치정보 조회 서비스,대전광역시,,,,,,1차진단,진단대상
15078921,충청북도_공중위생서비스평가 결과보고 시군구별 총괄현황(숙박업),충청북도,,,,,,1차진단,진단대상
15079556,충청북도_단양소방서 소방안전관리현황,충청북도,,,,,,1차진단,진단대상
15001021,대전광역시 문화관광(숙박정보),대전광역시,,,,,,1차진단,진단대상
15078955,충청북도_공립나무병원 운영 현황 병해충별 진단 결과,충청북도,,,,,,1차진단,진단대상
15078395,충청북도_고용동향 15세이상인구,충청북도,,,,,,1차진단,진단대상
15069009,울산광역시_종합건설업체현황,울산광역시,,,,,,1차진단,진단대상
15079548,충청북도_동물위생시험소 종계장추리백리 가금티프스검진 현황,충청북도,,,,,,1차진단,진단대상
15079121,충청북도_충북도립대학교 신입생의 출신고등학교 유형별 현황,충청북도,,,,,,1차진단,진단대상
15055526,울산광역시 공공체육시설 현황 API,울산광역시,,,,,,1차진단,진단대상
15058988,한국마사회_경주마조회서비스,한국마사회,,API 종료,,,,1차진단,
15028237,한국환경정책평가연구원_환경영향평가 온실가스정보,한국환경정책평가연구원,,,,,,1차진단,진단대상
15028244,한국환경정책평가연구원_환경영향평가 토양정보,한국환경정책평가연구원,,,,,,1차진단,진단대상
15063953,한국마사회_경주로정보,한국마사회,,,,,,1차진단,진단대상
15063960,한국마사회_육성마심사정보,한국마사회,,,,,,1차진단,진단대상
15057723,서울올림픽기념국민체육진흥공단_스포츠바우처 시설정보서비스,서울올림픽기념국민체육진흥공단,,,,,,1차진단,진단대상
15028249,한국환경정책평가연구원_환경영향평가 인구주거정보,한국환경정책평가연구원,,,,,,1차진단,진단대상
15028250,한국환경정책평가연구원_환경영향평가 사업구역정보,한국환경정책평가연구원,,,,,,1차진단,진단대상
15057787,한국관광공사_국문 관광정보 서비스,한국관광공사,,,,,,1차진단,진단대상
15034319,신용보증기금_보증종류별 현황조회서비스 정보,신용보증기금,,,,,,1차진단,진단대상
15058033,여수광양항만공사_화물료신고정보,여수광양항만공사,,,,,,1차진단,진단대상
15075616,서울올림픽기념국민체육진흥공단_대상경정_연도별_순위정보,서울올림픽기념국민체육진흥공단,,,,,,1차진단,진단대상
15002797,서울시설공단_서울어린이대공원 행사 정보,서울시설공단,,,,,,1차진단,진단대상
15063952,한국마사회_경마교육원 교육마 정보,한국마사회,,,,,,1차진단,진단대상
15058559,한국마사회 예상배당률 통합 정보,한국마사회,,,,,,1차진단,진단대상
15058627,농림수산식품교육문화정보원_팜맵기반 농업기상 조회 서비스,농림수산식품교육문화정보원,,,,,,1차진단,진단대상
15058991,한국마사회_출전표 조회 서비스,한국마사회,,API 종료,,,,1차진단,
15058764,전북개발공사_용지보상개요기준정보조회 서비스,전북개발공사,,,,,,1차진단,진단대상
15063970,한국마사회_구매성향정보,한국마사회,,,,,,1차진단,진단대상
15063954,한국마사회_경주마인기투표정보,한국마사회,,,,,,1차진단,진단대상
15080901,한국보훈복지의료공단_보훈병원 비급여 수가정보,한국보훈복지의료공단,진단제외,,,,,,진단대상
15058782,한국마사회 일별훈련 상세정보,한국마사회,,,,,,1차진단,진단대상
3035987,예금보험공사_부보금융회사 목록,예금보험공사,,,,,,1차진단,진단대상
15059010,한국환경정책평가연구원_수질정보 서비스,한국환경정책평가연구원,,,,,,1차진단,진단대상
3072712,한국농촌경제연구원_연구보고서정보,한국농촌경제연구원,,,,,,1차진단,진단대상
15059519,한국마사회_경주성적표 조회 서비스,한국마사회,,API 종료,,,,1차진단,
15063961,한국마사회_응급구호정보,한국마사회,,,,,,1차진단,진단대상
15059111,여수광양항만공사_항만시설이용정보,여수광양항만공사,,,,,,1차진단,진단대상
15059311,"한국국제협력단_사업정보(분야,국가)",한국국제협력단,,,,,,1차진단,진단대상
15059320,한국관광공사_영문 관광정보 서비스,한국관광공사,,,,,,1차진단,진단대상
15078126,한국소방산업기술원_소화기 정비번호 발급현황 정보,한국소방산업기술원,,,,,,1차진단,진단대상
15000235,농림수산식품교육문화정보원_코드조회서비스,농림수산식품교육문화정보원,,,,,,1차진단,진단대상
15078026,한국소방산업기술원_제조업체별 소방용품 생산현황 정보,한국소방산업기술원,,,,,,1차진단,진단대상
15081754,한국관광공사_관광빅데이터정보서비스,한국관광공사,,,,,,1차진단,진단대상
15080908,대전광역시도시철도공사_역무특이사항,대전광역시도시철도공사,,,,,,1차진단,진단대상
15057093,여수광양항만공사_국가별 화물 수송 통계,여수광양항만공사,,,,,,1차진단,진단대상
15057153,서울시설공단_서울월드컵경기장 주경기장 사용정보,서울시설공단,,,,,,1차진단,진단대상
15000341,한국문화정보원_홍보마당조회서비스,한국문화정보원,,,,,,1차진단,진단대상
15080909,대전광역시도시철도공사_지하철영수증정보,대전광역시도시철도공사,,,,,,1차진단,진단대상
15071397,서울에너지공사_발전소 전기판매량,서울에너지공사,,,,,,1차진단,진단대상
15071386,서울에너지공사_발전소 전기생산량,서울에너지공사,,,,,,1차진단,진단대상
15058709,한국마사회_조교사정보 조회 서비스,한국마사회,,API 종료,,,,1차진단,
15057344,한국마사회 경주조건별 최고기록,한국마사회,,,,,,1차진단,진단대상
15082047,한국주택금융공사_적격대출금리 정보,한국주택금융공사,,,,,,1차진단,진단대상
15000502,한국문화정보원_예술지식 음악정보 서비스,한국문화정보원,,,,,,1차진단,진단대상
15000577,축산물품질평가원_축산물유통정보,축산물품질평가원,,,,,,1차진단,진단대상
15057380,한국관광공사_노어 관광정보 서비스,한국관광공사,,,,,,1차진단,진단대상
15073646,한국연구재단_KRS(통계정보서비스),한국연구재단,,,,,,1차진단,진단대상
3048029,국토교통부_물류창고업등록정보,국토교통부,,,,,,1차진단,진단대상
15000082,행정안전부_마을정보조회서비스,행정안전부,,,,,,1차진단,진단대상
3058491,행정안전부_상황전파메세지정보,행정안전부,,,,,,1차진단,진단대상
15029070,국토교통부_카셰어링 정보,국토교통부,,,,,,1차진단,진단대상
15000514,행정안전부_전국우수어린이놀이시설통계정보서비스,행정안전부,,,,,,1차진단,진단대상
15000647,행정안전부_전국어린이놀이시설기구정보서비스,행정안전부,,,,,,1차진단,진단대상
15000649,행정안전부_전국어린이놀이시설행정처분통계정보서비스,행정안전부,,,,,,1차진단,진단대상
15000770,행정안전부_전국우수어린이놀이시설정보서비스,행정안전부,,,,,,1차진단,진단대상
15041891,국토교통부_지하안전정보,국토교통부,,,,,,1차진단,진단대상
15056927,한국마사회_승용마 조회 서비스,한국마사회,,API 종료,,,,1차진단,
15000991,행정안전부_국민행동요령,행정안전부,,,,,,1차진단,진단대상
15058933,한국남동발전㈜_연료소비실적 조회서비스,한국남동발전㈜,,API 종료,,,,1차진단,
3070149,국토안전관리원_시설물안전관리현황,국토안전관리원,,,,,,1차진단,진단대상
15081187,한국부동산원_전국 청약 분양정보 조회 서비스,한국부동산원,,,,,,1차진단,진단대상
15085513,충청북도 괴산군_지진해일대피소,충청북도 괴산군,,,제공기관만 진단,,,1차진단,
15061055,소방청_국가 위험물 정보 조회 서비스,소방청,,,,,,1차진단,진단대상
15028057,대구경북과학기술원_학술발표정보,대구경북과학기술원,,,,,,1차진단,진단대상
15077156,한국공항공사_전국공항 임대계약 현황 정보,한국공항공사,,,,,,1차진단,진단대상
15056611,한국교통안전공단_자동차 종합정보 변경등록정보 서비스,한국교통안전공단,,,,,,1차진단,진단대상
15036876,한국연구재단_ ICT통계간행물 정보,한국연구재단,,,,,,1차진단,진단대상
15036877,한국연구재단_분석리포트 정보,한국연구재단,,,,,,1차진단,진단대상
15059291,한국국토정보공사_침수선 서비스,한국국토정보공사,,,,,,1차진단,진단대상
15080856,행정안전부_대한민국 공공서비스 정보,행정안전부,진단제외,,,,,,진단대상
15059375,국토안전관리원_세부시설물(건축물) 현황조회,국토안전관리원,,,,,,1차진단,진단대상
15077977,행정안전부_통계연보_직급별 공무원 정원,행정안전부,,,,,,1차진단,진단대상
15077954,행정안전부_통계연보_유형별 조례·규칙 보유,행정안전부,,,,,,1차진단,진단대상
15077951,행정안전부_통계연보_유형별 정보시스템,행정안전부,,,,,,1차진단,진단대상
15057231,국토교통부_공동주택하자담보책임기간정보제공서비스,국토교통부,,,,,,1차진단,진단대상
15057263,국토교통부_규제안내서서비스,국토교통부,,,,,,1차진단,진단대상
15057267,국토교통부_상업업무용 부동산 매매 신고 자료,국토교통부,,,,,,1차진단,진단대상
15059416,한국부동산원_실거래가격지수 통계 조회 서비스,한국부동산원,,,,,,1차진단,진단대상
15077958,행정안전부_통계연보_재난피해자 심리회복지원사업,행정안전부,,,,,,1차진단,진단대상
15017294,국토안전관리원_공공시설물 점검진단실시정보,국토안전관리원,,,,,,1차진단,진단대상
15077877,행정안전부_행정표준코드_직류코드,행정안전부,,,,,,1차진단,진단대상
15077782,행정안전부_행정표준코드_계급코드,행정안전부,,,,,,1차진단,진단대상
15077879,행정안전부_행정표준코드_직종세분류코드,행정안전부,,,,,,1차진단,진단대상
15077779,행정안전부_행정표준코드_건축물용도코드,행정안전부,,,,,,1차진단,진단대상
15084863,한국연구재단_KCI 전거데이터 조회 서비스,한국연구재단,,,,,,1차진단,진단대상
15057956,국토교통부_지적삼각점정보조회서비스,국토교통부,,,,,,1차진단,진단대상
15085510,한국연구재단_KCI연계정보 서비스,한국연구재단,,,,,,1차진단,진단대상
15058047,국토교통부_토지소유정보서비스,국토교통부,,,,,,1차진단,진단대상
3044697,한국사회복지협의회 전국푸드뱅크 정보,한국사회복지협의회,,,,,,1차진단,진단대상
15059649,금융위원회_공시정보,금융위원회,,,,,,1차진단,진단대상
15058154,해양수산부_사전환경성 정보 서비스,해양수산부,,,,,,1차진단,진단대상
15059195,외교부_국가별 여행경보 히스토리 목록조회,외교부,,,,,,1차진단,진단대상
15001692,국민건강보험공단_국가건강검진기관정보 코드조회,국민건강보험공단,,,,,,1차진단,진단대상
15058342,해양수산부_해수욕장백사장적합여부 서비스,해양수산부,,,,,,1차진단,진단대상
15058585,해양수산부_내항컨테이너반출입정보,해양수산부,,,,,,1차진단,진단대상
15058883,해양수산부_해역이용협의정보 서비스,해양수산부,,,,,,1차진단,진단대상
15059077,해양수산부_수협 산지조합 정보,해양수산부,,,,,,1차진단,진단대상
15059170,해양수산부_환경영향 평가정보 서비스,해양수산부,,,,,,1차진단,진단대상
15059210,해양수산부_수협 산지조합 창고 품목별 재고 현황,해양수산부,,,,,,1차진단,진단대상
15000785,외교부_현지 연락처,외교부,,,,,,1차진단,진단대상
15001701,건강보험심사평가원_진료행위정보서비스,건강보험심사평가원,,,,,,1차진단,진단대상
15075721,해양수산부_연속정보 수온 (3분),해양수산부,,,,,,1차진단,진단대상
15017227,병무청 맞춤형 특기병 정보,병무청,,,,,,1차진단,진단대상
15001839,한국사회보장정보원_자원정보서비스 현황,한국사회보장정보원,,,,,,1차진단,진단대상
15074869,해양수산부_울산_특성평가격자,해양수산부,,,,,,1차진단,진단대상
3066489,병무청_모병 구비서류,병무청,,,,,,1차진단,진단대상
15056681,도로교통공단_자전거사고다발지역정보서비스,도로교통공단,,,,,,1차진단,진단대상
15061288,금융위원회_금융통계공통(파생상품)정보,금융위원회,,,,,,1차진단,진단대상
15075738,해양수산부_연속정보 해상풍(3 분),해양수산부,,,,,,1차진단,진단대상
15002265,해양수산부_연안 자료제공 정보,해양수산부,,,,,,1차진단,진단대상
15029605,해양수산부_위험물정보,해양수산부,,,,,,1차진단,진단대상
15061316,금융위원회_금융통계저축은행정보,금융위원회,,,,,,1차진단,진단대상
15061340,금융위원회_금융통계수산업협동조합정보,금융위원회,,,,,,1차진단,진단대상
15000442,경찰청_핸드폰 찾기 정보 조회 서비스,경찰청,,,,,,1차진단,진단대상
3043453,대규모기업집단 공개 현황,공정거래위원회,,,,,,1차진단,진단대상
3056955,해양수산부_항만시설사용정보,해양수산부,,,,,,1차진단,진단대상
15079823,공정거래위원회_후원방문판매사업자 정보 상세 제공 서비스,공정거래위원회,,,,,,1차진단,진단대상
15079816,공정거래위원회_선불식할부거래업사업자 정보 제공 서비스,공정거래위원회,,,,,,1차진단,진단대상
15043462,금융위원회_채권대차정보,금융위원회,,,,,,1차진단,진단대상
15059590,금융위원회_모기지론콜옵션행사내역정보,금융위원회,,,,,,1차진단,진단대상
3078808,관세청_성질별 수출입실적,관세청,,,,,,1차진단,진단대상
3078817,관세청_항구/공항별 수출입실적,관세청,,,,,,1차진단,진단대상
15079781,공정거래위원회_후원방문판매사업자 등록현황 통계 제공 서비스,공정거래위원회,,,,,,1차진단,진단대상
15079681,공정거래위원회_방문판매사업자 등록현황 제공 서비스,공정거래위원회,,,,,,1차진단,진단대상
15057109,조달청_누리장터 민간입찰공고서비스,조달청,,,,,,1차진단,진단대상
15057085,한국노인인력개발원_노인사회활동(노인일자리) 수행기관 정보,한국노인인력개발원,,,,,,1차진단,진단대상
15079639,공정거래위원회_전화권유판매사업자 등록현황 제공 서비스,공정거래위원회,,,,,,1차진단,진단대상
15058890,조달청 물품목록정보서비스,조달청,,,,,,1차진단,진단대상
15058009,국립암센터_위암 협력병기 조사 정보제공 서비스,국립암센터,,,,,,1차진단,진단대상
15058276,국립암센터_소아청소년암 레지스트리 메타정보 제공 서비스,국립암센터,,,,,,1차진단,진단대상
3036692,조달청_시설공통자재 가격정보 내역,조달청,,,,,,1차진단,진단대상
15059061,한국사회보장정보원_사회서비스 공통코드 조회,한국사회보장정보원,,,,,,1차진단,진단대상
3040312,공정거래위원회_통신판매사업자정보파일,공정거래위원회,,,,,,1차진단,진단대상
15068232,해양수산부_해양생태계 종합조사(근해생태분야) 정보제공 서비스,해양수산부,,,,,,1차진단,진단대상
15076720,국립암센터_신장암 라이브러리 환자 음주여부,국립암센터,,,,,,1차진단,진단대상
3039508,건강보험심사평가원_병원진료정보조회서비스,건강보험심사평가원,,,,,,1차진단,진단대상
15077008,국립암센터_대장암 라이브러리 방사선 치료처방 종류별,국립암센터,,,,,,1차진단,진단대상
15068203,해양수산부_해양생태계 종합조사(바닷새분야) 정보제공 서비스,해양수산부,,,,,,1차진단,진단대상
15074723,해양수산부_경기-특성평가격자,해양수산부,,,,,,1차진단,진단대상
15000802,조달청_입찰공고정보,조달청,,,,,,1차진단,진단대상
15076757,국립암센터_신장암 라이브러리 환자 고혈압 병력 여부,국립암센터,,,,,,1차진단,진단대상
15077059,국립암센터_폐암 라이브러리 진단검사 종류별,국립암센터,,,,,,1차진단,진단대상
15077056,국립암센터_폐암 라이브러리 세부진단 종류별,국립암센터,,,,,,1차진단,진단대상
15074671,국민권익위원회_민원정책 질의응답조회서비스,국민권익위원회,,,,,,1차진단,진단대상
15081108,국민권익위원회_민원빅데이터_분석정보_API,국민권익위원회,,,,,,1차진단,진단대상
15043205,국민권익위원회_반부패신고사례,국민권익위원회,,,,,,1차진단,진단대상
15056511,해양수산부_수협 산지조합 위판장 정보,해양수산부,,,,,,1차진단,진단대상
15076782,국립암센터_신장암 라이브러리 환자 심장질환 병력 여부,국립암센터,,,,,,1차진단,진단대상
15059611,금융위원회_채권권리일정정보,금융위원회,,,,,,1차진단,진단대상
15077088,국립암센터_폐암 라이브러리 외과병리 병리학적 병기값,국립암센터,,,,,,1차진단,진단대상
15076783,국립암센터_신장암 라이브러리 세부진단 종류별,국립암센터,,,,,,1차진단,진단대상
15077106,국립암센터_신장암 라이브러리 항암 치료 목적별,국립암센터,,,,,,1차진단,진단대상
15057572,해양수산부_수협 산지조합 창고 정보,해양수산부,,,,,,1차진단,진단대상
15057599,해양수산부_외항컨테이너반출입정보,해양수산부,,,,,,1차진단,진단대상
15057703,해양수산부_내항화물반출입정보,해양수산부,,,,,,1차진단,진단대상
15058955,통계청_KOSIS 목록별 지표 조회,통계청,,,,,,1차진단,진단대상
15059388,통계청_KOSIS 지표명별 설명자료 조회,통계청,,,,,,1차진단,진단대상
15080757,통계청_온라인 수집 가격 정보,통계청,,,,,,1차진단,진단대상
15079243,통일부_북한교과서 및 어린이도서 조회 서비스,통일부,,,,,,1차진단,진단대상
15042596,국립암센터_갑상선암_라이브러리_집계정보,국립암센터,,,,,,1차진단,진단대상
15002808,서울시설공단_도시고속도로 도로위치인식표지 현황,서울시설공단,,,,,,1차진단,진단대상
15002793,서울시설공단_도시고속도로 옹벽 설치 현황,서울시설공단,,,,,,1차진단,진단대상
15024675,한국관광공사 관광사진 정보,한국관광공사,,,,,,1차진단,진단대상
15028143,한국식품안전관리인증원_축산물 유통 HACCP업체 현황,한국식품안전관리인증원,,,,,,1차진단,진단대상
15035282,한국식품안전관리인증원_HACCP 품목유형코드정보,한국식품안전관리인증원,,,,,,1차진단,진단대상
15035284,한국식품안전관리인증원_HACCP 공정코드정보,한국식품안전관리인증원,,,,,,1차진단,진단대상
15002105,특허청_특허기술거래 일반판매기술정보,특허청,,,,,,1차진단,진단대상
15004087,한국원자력환경공단_개봉선원폐기물 관리 현황_현황,한국원자력환경공단,,,,,,1차진단,진단대상
15004088,한국원자력환경공단_밀봉선원폐기물 관리 현황데이터_현황,한국원자력환경공단,,,,,,1차진단,진단대상
15004210,한국원자력환경공단_환경방사선량 데이터_정보,한국원자력환경공단,,,,,,1차진단,진단대상
15004211,한국원자력환경공단_처분고(silo)현황_현황,한국원자력환경공단,,,,,,1차진단,진단대상
15002106,특허청_특허기술거래 출원시 이전 희망기술정보,특허청,,,,,,1차진단,진단대상
15034972,대한무역투자진흥공사_해외시장데이터,대한무역투자진흥공사,,,,,,1차진단,진단대상
15042240,한국동서발전(주)_지진감시 현황 정보,한국동서발전(주),,,,,,1차진단,진단대상
3068324,한국전력공사_전자입찰 계약정보,한국전력공사,,,,,,1차진단,진단대상
15005095,제주특별자치도_교통신호기설치현황,제주특별자치도,진단제외,API 종료,,,,,
15078177,여성가족부_가족실태조사 마이크로데이터 정보 서비스,여성가족부,,,,,,1차진단,진단대상
15078192,여성가족부_경력단절여성등의경제활동실태조사 마이크로데이터 정보 서비스,여성가족부,,,,,,1차진단,진단대상
15084136,식품의약품안전처_인체조직기증통계정보,식품의약품안전처,,,,,,1차진단,진단대상
15078160,여성가족부_여성새로일하기센터 정보 서비스,여성가족부,,,,,,1차진단,진단대상
15078135,여성가족부_아이돌봄 서비스제공기관 지정기준 정보 서비스,여성가족부,,,,,,1차진단,진단대상
15073619,한국수력원자력(주)_원전 건설 공정률 현황,한국수력원자력(주),,,,,,1차진단,진단대상
15074446,한국에너지공단_수송부문-운수업 에너지사용량 통계(전체) 조회서비스,한국에너지공단,,,,,,1차진단,진단대상
15074136,한국에너지공단_산업분류별 지역별 업체현황 통계 서비스,한국에너지공단,,,,,,1차진단,진단대상
15079827,여성가족부_아이돌봄 월별아동실적현황 정보 서비스,여성가족부,,,,,,1차진단,진단대상
15078220,여성가족부_여성사전시관 구술자료 정보 서비스,여성가족부,,,,,,1차진단,진단대상
15078120,여성가족부_아이돌봄 누적아동실적현황 정보 서비스,여성가족부,,,,,,1차진단,진단대상
15078153,여성가족부_아이돌보미 현황 정보 서비스,여성가족부,,,,,,1차진단,진단대상
15044420,한국지역난방공사_열생산량 정보조회 서비스,한국지역난방공사,,,,,,1차진단,진단대상
15078111,여성가족부_아이돌봄 누적가정실적현황-가정유형소득기준별 정보 서비스,여성가족부,,,,,,1차진단,진단대상
15078152,여성가족부_아이돌보미 교육양성현황 정보 서비스,여성가족부,,,,,,1차진단,진단대상
15078114,여성가족부_여성사전시관 도서 정보 서비스,여성가족부,,,,,,1차진단,진단대상
15060830,대한석탄공사_국내 탄광별 무연탄 생산현황,대한석탄공사,,,,,,1차진단,진단대상
15060841,"대한석탄공사_지식재산권, 특허 보유현황",대한석탄공사,,,,,,1차진단,진단대상
15003821,한국서부발전(주)_입찰공고현황,한국서부발전(주),,,,,,1차진단,진단대상
3075061,한국사회보장정보원_ 사회서비스 제공기관 품질평가 정보,한국사회보장정보원,,,,,,1차진단,진단대상
15043565,기상청_태풍정보 조회서비스,기상청,,,,,,1차진단,진단대상
15074504,여성가족부_청소년 활동정보 운영기관 서비스,여성가족부,,,,,,1차진단,진단대상
15074816,산림청_과거산사태 정보,산림청,,,,,,1차진단,진단대상
15003600,한국남부발전(주)_탈황석고 처리 현황,한국남부발전(주),,,,,,1차진단,진단대상
15075914,한국에너지공단_에너지 사용 및 온실가스 배출량 수송부분 통계,한국에너지공단,,,,,,1차진단,진단대상
15053658,한국동서발전(주)_연료소비실적 조회 서비스,한국동서발전(주),,,,,,1차진단,진단대상
15084084,기상청_단기예보 조회서비스,기상청,,,,,,1차진단,진단대상
15002426,한국남부발전(주)_석탄재현황,한국남부발전(주),,,,,,1차진단,진단대상
15056557,한국남부발전(주)_기상현황 급전속보 조회 서비스,한국남부발전(주),,,,,,1차진단,진단대상
15056575,한국동서발전(주)_발전소 주변 기상정보 조회 서비스,한국동서발전(주),,,,,,1차진단,진단대상
15057966,기상청_CCTV 기반 도로날씨정보 조회서비스,기상청,,,,,,1차진단,진단대상
15058804,기상청_항공기상전문 조회서비스,기상청,,,,,,1차진단,진단대상
3044607,산림청_숲에 사는 식물 정보(산림문화·휴양정보),산림청,,,,,,1차진단,진단대상
15058210,한국남부발전(주)_전력수급 급전속보 조회 서비스,한국남부발전(주),,,,,,1차진단,진단대상
15059060,기상청_레이더자료(경량화) 조회서비스,기상청,,,,,,1차진단,진단대상
15059133,한국동서발전(주)_발전소 주변 대기질정보 조회 서비스,한국동서발전(주),,,,,,1차진단,진단대상
15059135,한국전력공사_계약종별별 전력사용현황 서비스,한국전력공사,,,,,,1차진단,진단대상
15059455,기상청_항공기상전문(IWXXMVer.2.0) 조회서비스,기상청,,,,,,1차진단,진단대상
15034755,대한무역투자진흥공사_기업성공사례,대한무역투자진흥공사,,,,,,1차진단,진단대상
15043964,특허청_상표 정보 검색 서비스,특허청,,,,,,1차진단,진단대상
3071370,한국동서발전(주)_발전량 현황,한국동서발전(주),진단제외,,,,,,진단대상
3075267,한국서부발전(주)_산업재산권,한국서부발전(주),,,,,,1차진단,진단대상
3075891,한국서부발전(주)_발전설비이용률,한국서부발전(주),,,,,,1차진단,진단대상
15001078,한국수력원자력(주)_원자력발전소 실시간 발전현황,한국수력원자력(주),,,,,,1차진단,진단대상
15001811,산업통상자원부_내국거래 실적정보서비스,산업통상자원부,,,,,,1차진단,진단대상
15077569,전라남도 광양시_육교정보,전라남도 광양시,,,,,,1차진단,진단대상
15044818,경상북도 주차장 정보조회,경상북도,,,,,,1차진단,진단대상
15057074,경상북도_문경시_ 문경팔경 정보조회,경상북도,,,,,,1차진단,진단대상
15057213,경상북도내 주요 공연소개 조회,경상북도,,,,,,1차진단,진단대상
15057258,김천시 이미용 업소현황,경상북도 김천시,,,,,,1차진단,진단대상
15057354,경상북도_문경시_ 문경체험 정보조회,경상북도,,,,,,1차진단,진단대상
15057484,경상북도 포항시_치안센터현황,경상북도 포항시,,,,,,1차진단,진단대상
15057541,경상북도 포항시_초등학교현황,경상북도 포항시,,,,,,1차진단,진단대상
15057854,경상북도_문경시_ 문경명소 정보조회,경상북도,,,,,,1차진단,진단대상
15057334,제주특별자치도_실시간 교통정보,제주특별자치도,,API 종료,,,,1차진단,
15057975,경상북도 농축산물요금 정보 조회,경상북도,,,,,,1차진단,진단대상
15059304,"경상북도 명산, 국립공원 조회",경상북도,,,,,,1차진단,진단대상
3084467,김천시 공장등록 현황,경상북도 김천시,,,,,,1차진단,진단대상
15005924,김천시 공원정보,경상북도 김천시,,,,,,1차진단,진단대상
15006129,김천시 공중위생업 현황,경상북도 김천시,,,,,,1차진단,진단대상
15006135,김천시 직업소개소,경상북도 김천시,,,,,,1차진단,진단대상
15006147,김천시 식품접객업 현황,경상북도 김천시,,,,,,1차진단,진단대상
15006156,김천시 건설업,경상북도 김천시,,,,,,1차진단,진단대상
3070483,김천시 관내주택(공동주택/다가구) 현황,경상북도 김천시,,,,,,1차진단,진단대상
15084734,경상남도 양산시_관공서 유동인구,경상남도 양산시,,,,,,1차진단,진단대상
15057890,식품의약품안전처_의료기기 재평가 정보,식품의약품안전처,,,,,,1차진단,진단대상
15057931,식품의약품안전처_FDA 오렌지북 특허정보,식품의약품안전처,,,,,,1차진단,진단대상
15058034,식품의약품안전처_의약품 재심사 정보,식품의약품안전처,,,,,,1차진단,진단대상
15058273,식품의약품안전처_수입식품 허가 정보,식품의약품안전처,,,,,,1차진단,진단대상
15058665,식품의약품안전처_식품 원재료 정보,식품의약품안전처,,,,,,1차진단,진단대상
15059492,식품의약품안전처_인체조직은행 정보,식품의약품안전처,,,,,,1차진단,진단대상
15075057,식품의약품안전처_의약품개요정보(e약은요),식품의약품안전처,,,,,,1차진단,진단대상
15073918,식품의약품안전처_위생용품 수입제조수출업체정보,식품의약품안전처,,,,,,1차진단,진단대상
15073876,식품의약품안전처_의료기기 예비 심의내역,식품의약품안전처,,,,,,1차진단,진단대상
15073900,식품의약품안전처_의료기기 임상시험계획승인신청 상세,식품의약품안전처,,,,,,1차진단,진단대상
15073896,식품의약품안전처_의료기기 유해사례별 제품정보,식품의약품안전처,,,,,,1차진단,진단대상
15073893,식품의약품안전처_의료기기 분류명유사어,식품의약품안전처,,,,,,1차진단,진단대상
15074225,식품의약품안전처_연도별 마약류취급자 정보,식품의약품안전처,,,,,,1차진단,진단대상
15074184,식품의약품안전처_마약류취급승인 취급품목정보,식품의약품안전처,,,,,,1차진단,진단대상
15057623,식품의약품안전처_의약품 특허정보,식품의약품안전처,,,,,,1차진단,진단대상
15043685,부산교통공사_부산도시철도 역사 정보,부산교통공사,,,,,,1차진단,진단대상
15004683,부산광역시_명절 무료주차장현황,부산광역시,,,,,,1차진단,진단대상
15054249,부산광역시 영도구_복지프로그램 현황,부산광역시 영도구,,,,,,1차진단,진단대상
15056542,부산광역시_국제수산물도매시장 입하정보,부산광역시,,,,,,1차진단,진단대상
15056572,부산광역시_관광실태조사 통계정보 서비스,부산광역시,,,,,,1차진단,진단대상
15056595,부산광역시_유통 농산물 잔류농약검사 서비스,부산광역시,,,,,,1차진단,진단대상
15057102,부산광역시_교차로 차종별 교통량 정보조회서비스,부산광역시,,,,,,1차진단,진단대상
15057279,부산광역시_교차로별 서비스수준 정보조회 서비스,부산광역시,,,,,,1차진단,진단대상
15057311,부산광역시_교차로 교통량 정보조회서비스,부산광역시,,,,,,1차진단,진단대상
15057385,부산광역시_오늘의 수질 정보 조회,부산광역시,,,,,,1차진단,진단대상
15057968,"부산광역시_경매전 농산물 잔류농약검사(엄궁, 반여) 서비스",부산광역시,,,,,,1차진단,진단대상
15058739,부산광역시_공공조형물 정보 서비스,부산광역시,,,,,,1차진단,진단대상
15063863,부산광역시_문화 기타장르 상세 조회 서비스,부산광역시,,,,,,1차진단,진단대상
15063507,부산광역시_부산푸디투어정보 서비스,부산광역시,,,,,,1차진단,진단대상
15077591,부산광역시_갈맷길 코스 정보,부산광역시,,,,,,1차진단,진단대상
3082176,부산광역시_종합병원 현황,부산광역시,,,,,,1차진단,진단대상
15004513,부산광역시_상수도 공사 현황,부산광역시,,,,,,1차진단,진단대상
15028052,부산시설공단 장례비산출 정보,부산시설공단,,,,,,1차진단,진단대상
15034023,부산광역시_구군 보건소 예방접종 정보,부산광역시,,,,,,1차진단,진단대상
15034025,부산광역시_구군 노인일자리 사업 현황,부산광역시,,,,,,1차진단,진단대상
15034035,부산광역시_개인서비스 요금 정보,부산광역시,,,,,,1차진단,진단대상
15009302,질병관리청_예방접종(대상감염병 관련) 정보,질병관리청,,,,,,1차진단,진단대상
