"APICD","APINM","ORGANNM","DATAFORMMAT","DOCXNAME","APITYPE","DETAILPK","DOCULINK"
"15078201",산림청 국립수목원_한반도고표본서비스,산림청 국립수목원,XML,OpenAPI활용가이드_국립수목원_한반도고표본서비스_v1.0.docx,REST,uddi:11266ba5-9513-4559-ba89-d06118a63b9c_202104131026,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002477613&fileDetailSn=1
"3062614",산림청_산불발생위치도(산림공간정보 1:25000),산림청,XML,OpenAPI활용가이드_산림청_산불발생위치도(산림공간정보)_v2.1.docx,REST,uddi:0e1cd9d4-53d2-4613-ad55-a2dd2d6f5ea4,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001349270&fileDetailSn=0
"3070842",산림청_산불발생통계(대국민포털),산림청,XML,IROS4_OA_DV_0101_OpenAPI활용가이드_1.산림청산불통계정보_v1.11.docx,REST,uddi:9925374b-0fb5-416c-8be1-b6af1fba9bde,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001390498&fileDetailSn=0
"15074460","한국에너지공단_상업부문-용도별에너지사용량(고유,열량,온실가스배출량)통계 조회서비스",한국에너지공단,JSON+XML,"OpenAPI활용가이드_한국에너지공단_19_상업부문-용도별에너지사용량(고유,열량,온실가스배출량).zip",REST,uddi:aa5bb965-e438-4afe-a21b-9570aa317875,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002349195&fileDetailSn=1
"15044413",한국서부발전(주)_폐기물 처리내역 및 현황 조회서비스,한국서부발전(주),XML,"20.한국서부발전_폐기물처리내역및현황기술문서_201609.doc",REST,uddi:828f4a28-5d56-4040-8b4e-9a4255c41f9b,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001349517&fileDetailSn=0
"15058008",한국환경정책평가연구원_농약사후조사 정보 서비스,한국환경정책평가연구원,JSON+XML,농약사후조사정보서비스_참고문서.zip,REST,uddi:7defdd04-9374-4523-a682-a00e41dcf916,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001497913&fileDetailSn=0
"15058076",한국마사회 경주마 등급변동 정보,한국마사회,XML,API17_한국마사회 경주마 등급변동 정보.docx,REST,uddi:82fd1e45-b724-43f3-9e38-a9d914bd1497,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001539873&fileDetailSn=0
"15058098",여수광양항만공사_선박톤급별 입항선박 통계,여수광양항만공사,JSON+XML,여수광양항만공사_1차_OpenAPI활용가이드_v1.4.docx,REST,uddi:842ae343-f734-47dc-8588-e0bc00571890,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001492494&fileDetailSn=0
"15075635",공무원연금공단_직종별 지역별 재직자현황 조회 서비스,공무원연금공단,JSON+XML,GEPS_OpenAPI기술문서 공무원연금공단_재직자현황.docx,REST,uddi:08ac082d-0873-4fd2-a81a-df9d911c7d2a_202103091651,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002371556&fileDetailSn=1
"15063968",한국마사회_레츠런파크 좌석정보,한국마사회,XML,API203_한국마사회 레츠런파크 좌석정보.docx,REST,uddi:19a94d75-f3e6-49d1-8c9c-e6bf6deb3988_202009241546,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002301712&fileDetailSn=1
"3073869",대전광역시도시철도공사_역명 및 주소,대전광역시도시철도공사,XML,대전도시철도공사 OPEN API 기술문서_역명_171016.docx,REST,uddi:bb083cce-85b8-41a5-917f-9a794dc95093,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001393990&fileDetailSn=0
"15069216",농림수산식품교육문화정보원_나고야의정서,농림수산식품교육문화정보원,XML,BRIS_OpenAPI활용가이드농림수산식품교육문화정보원_나고야의정서 서비스_v1.1.doc,REST,uddi:a62f5c33-e7f3-4bfe-a2e4-be972812cef1_202010221041,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002319978&fileDetailSn=1
"15069213",농림수산식품교육문화정보원_(구)생명자원정보,농림수산식품교육문화정보원,XML,BRIS_OpenAPI활용가이드농림수산식품교육문화정보원_(구)생명자원정보 서비스_v1.1.doc,REST,uddi:509c22d5-c74e-4985-866f-8f17c80cc3cf_202010221051,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002320049&fileDetailSn=1
"15042006",서울올림픽기념국민체육진흥공단_경정운영 정보,서울올림픽기념국민체육진흥공단,XML,OpenAPI활용가이드(경정운영정보서비스)_v1.0.docx,REST,uddi:8224fc88-b278-4371-83d4-c2be17b459a0,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001595455&fileDetailSn=0
"15042499",인천항만공사_인천항 갑문정보2 조회 서비스,인천항만공사,XML,OpenAPI활용가이드_인천항만공사_v1.6 (2).docx,REST,uddi:f374feee-09ce-4255-b78c-cd173aacc254,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001599493&fileDetailSn=0
"15059010",한국환경정책평가연구원_수질정보 서비스,한국환경정책평가연구원,JSON+XML,수질정보서비스_참고문서.zip,REST,uddi:d165138a-d3be-4fc7-8de3-b17d8ccd95f3,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001500679&fileDetailSn=0
"15059043",한국마사회 출발훈련 정보,한국마사회,XML,API22_한국마사회 출발훈련 정보.docx,REST,uddi:d3fa26b0-3a40-4c5d-bb3c-d8d5d60cfdae,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001539877&fileDetailSn=0
"15000497",한국저작권위원회_공유(만료)저작물 서비스,한국저작권위원회,XML,OpenAPI활용가이드_한국저작권위원회.docx,REST,uddi:d9c1add5-0499-4516-a05c-c15ae0703b11,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001392252&fileDetailSn=0
"3075292",강북구도시관리공단 일반열람실 현황조회,강북구도시관리공단,XML,GCMC_OA_DV_0201_OpenAPI활용가이드_강북구도시관리공단_강북구도서관일반열람실현황정보.docx,REST,uddi:a3806206-e5e1-4d43-8230-fc434e179ef7,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001317213&fileDetailSn=0
"15000716",한국문화정보원_예술지식 축제문화정보 서비스,한국문화정보원,XML,OpenAPI활용가이드_한국문화정보원(예술지식디렉토리)_v1.1.docx,REST,uddi:522aa1f9-a8d2-4b77-918c-fbd1f945e0d2,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002448006&fileDetailSn=1
"15078606",충청북도_청주소방서 서부소방서 시설장비현황 소방장비,충청북도,JSON,"15.OpenAPI활용가이드_[충청북도_서부소방서_시설장비현황_소방장비]_v1.0.docx",REST,uddi:01df3112-2351-420c-8d90-f964f7a0d2f5_202104061436,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002377502&fileDetailSn=1
"15078790",충청북도_증평소방서 관할 현황,충청북도,JSON,"237.오픈API활용가이드_[충청북도_증평소방서_관활_현황]_v1.0.docx",REST,uddi:a9659b68-5188-416c-a754-ad074606f0b4_202104061353,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002377779&fileDetailSn=1
"15078780",충청북도_충북도내 골프장 잔류농약 시군별 검사현황(2017),충청북도,JSON,"242.오픈API활용가이드_[충청북도_충북도내_골프장잔류농약_시군별_검사현황(2017)]_v1.0.docx",REST,uddi:543ef960-f52c-4445-a470-c7039598f3db_202104061334,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002377771&fileDetailSn=1
"15078776",충청북도_수질측정망 운영결과 월별 평균측정결과 분석,충청북도,JSON,"245.오픈API활용가이드_[충청북도_수질측정망_운영결과_월별_평균측정결과분석(2019)]_v1.0.docx",REST,uddi:ed2dd316-236f-406f-87c4-ac37fe31f20a_202104061329,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002377736&fileDetailSn=1
"15074698",전라남도_오염물질별 실시간 대기정보,전라남도,XML,기술문서양식_전라남도오염물질별실시간대기정보.docx,REST,uddi:f81c47eb-9a48-4d6c-a819-c02f0108321f_202012211119,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002353314&fileDetailSn=1
"15074701",전라남도_지역별 강우통계 데이터,전라남도,XML,기술문서양식_전라남도지역별강우통계.docx,REST,uddi:d1334e8a-674e-4442-a36c-ecee71734b9a_202012211118,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002353312&fileDetailSn=1
"15081324",전라남도_전남 강 명소 정보,전라남도,XML,기술문서양식_전남 강 명소 정보.docx,REST,uddi:08bc803a-7ef5-4107-921d-c77777889170_202107081537,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002405044&fileDetailSn=1
"15057074",경상북도_문경시_ 문경팔경 정보조회,경상북도,XML,v1.2문경시+문경팔경+정보조회.doc,REST,uddi:2f64eb02-458f-4ca4-b663-95ab79618256,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001425588&fileDetailSn=0
"15057351",김천시 다중이용시설 정보 제공,경상북도 김천시,XML,GC_OA_DV_0037_OpenAPI활용가이드_김천시청(다중이용시설+현황)_v1.1.docx,REST,uddi:491fadfc-93fb-4b35-8c80-a61ad9a4e2a0,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001412217&fileDetailSn=0
"15057406",경상북도 포항시_종합병원현황,경상북도 포항시,XML,"3. OpenAPI활용가이드_포항시_보건의료기관_종합병원.docx",REST,uddi:4c1115f4-d552-459b-9cd6-eb89a0fac951,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001517918&fileDetailSn=0
"15057412",경상북도 포항시_치과의원현황,경상북도 포항시,XML,"3. OpenAPI활용가이드_포항시_보건의료기관_치과의원.docx",REST,uddi:4c5d4d5e-35d3-4148-a691-f15fc0ff9f86,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001517921&fileDetailSn=0
"15085426",충청북도 괴산군_도서관,충청북도 괴산군,JSON+XML,!OpenApi활용가이드_충청북도 괴산군 도서관조회.docx,REST,uddi:d8dae49f-5ebc-4bac-97c3-daf461822bbc_202108121701,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002419372&fileDetailSn=1
"15085476",충청북도 괴산군_보행자전용도로,충청북도 괴산군,JSON+XML,OpenApi활용가이드_충청북도 괴산군 보행자전용도로조회.docx,REST,uddi:9e9cb41b-0b36-4bd4-b7e6-f257a33b031a_202108121617,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002419261&fileDetailSn=1
"15085401",충청북도 괴산군_낚시터관리대장목록,충청북도 괴산군,JSON+XML,OpenApi활용가이드_충청북도 괴산군 낚시터관리대장목록조회.docx,REST,uddi:4ceff96f-23d4-4e7d-8052-97734c252e4e_202108121637,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002419325&fileDetailSn=1
"15085408",충청북도 괴산군_노인장애인보호구역,충청북도 괴산군,JSON+XML,OpenApi활용가이드_충청북도 괴산군 노인장애인보호구역조회.docx,REST,uddi:6d4337bc-1f3d-41d3-87ac-9f461ca10ec4_202108121636,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002419320&fileDetailSn=1
"15058581",문화축제 정보 서비스,전라북도 김제시,XML,OpenAPI활용가이드_김제시_공공데이터(문화축제 정보)_v1.0.docx,REST,uddi:ac1cbddb-ba61-4e57-a39a-c49e097dde87,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001382583&fileDetailSn=0
"15000020",전라북도 전주시_승강장 정보 서비스,전라북도 전주시,XML,IROS_SS_ID_DV_0501_OpenAPI활용가이드_전주시버스정보시스템_승강장정보서비스__v1.2.doc,REST,uddi:6d2de7ab-2c3b-4860-ad69-e8aaaa30351c,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002358028&fileDetailSn=1
"15083717",대전광역시_실시간 주차장 정보,대전광역시,XML,기술문서_대전광역시 실시간 주차장 정보.docx,REST,uddi:6dacc1d7-3922-4771-98ae-e05d717f2e98_202106180944,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002399808&fileDetailSn=1
"15079082",충청북도_경제자유구역청 사업지원팀 바이오메디컬지구 기업현황,충청북도,JSON,"198.OpenAPI활용가이드_경제자유구역청_사업지원팀_바이오메디컬지구_기업현황_v1.0.docx",REST,uddi:46a57113-2395-49cf-a937-dd7f75e3e3ea,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002378260&fileDetailSn=1
"15079381",충청북도_괴산소방서 장비현황,충청북도,JSON,"163.OpenAPI활용가이드_충청북도_괴산소방서_장비현황_v1.0.docx",REST,uddi:8ec919a4-7f31-4cca-923e-d1a59c235cc0_202104061035,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002378866&fileDetailSn=1
"15028085",전라북도 전주시_장사시설 현황,전라북도 전주시,XML,OpenAPI활용가이드_전주시_공공데이터(전주시_장사시설_현황_서비스)_v1.0.docx,REST,uddi:9ba6b291-dc56-48ba-9340-d616932471af,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001425162&fileDetailSn=0
"15028086",전라북도 전주시_택시현황,전라북도 전주시,XML,OpenAPI활용가이드_전주시_공공데이터(전주시_법인_택시_면허_현황_서비스)_v1.0.docx,REST,uddi:17fe73e9-1f1f-4242-9d6b-b7544e558b2e,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001425156&fileDetailSn=0
"3036598",전라북도 전주시_문화공간,전라북도 전주시,JSON+XML,OpenAPI활용가이드_전주시청_공공데이터_문화공간_정보_서비스__v1.0.docx,REST,uddi:8fecf9b9-fcde-4394-927b-e576a6ba1751,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001511888&fileDetailSn=0
"15077003",대전광역시 서구_홈페이지 언론보도ODF현황조회,대전광역시 서구,JSON,대전광역시 서구_홈페이지 언론보도ODF현황조회_20210203.docx,REST,uddi:3f063786-ae21-4eb1-acf2-92688751ecc2,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002364665&fileDetailSn=1
"15000867",대전광역시 문화관광(쇼핑),대전광역시,JSON+XML,대전광역시청_문화관광(쇼핑)_API활용가이드_v3.docx,REST,uddi:c786e4c5-473a-4179-83d3-a13fbdf47ce5_201904021710,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001513361&fileDetailSn=0
"15001041",대전광역시 입찰정보,대전광역시,XML,대전광역시청_입찰정보_API활용가이드_v3.docx,REST,uddi:5b0e5859-2935-4a86-8d94-d9cd72780d5f_201904031115,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001513346&fileDetailSn=0
"15001044",대전광역시 시험정보,대전광역시,XML,대전광역시청_시험정보_API활용가이드_v3.docx,REST,uddi:76c68da2-a213-4b32-b66a-879da9558997_201904031112,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001513350&fileDetailSn=0
"15078951",충청북도_재난안전실 사회재난과 재난상황팀 조직현황(기초지자체),충청북도,JSON,"41.OpenAPI활용가이드_[충청북도_재난상황팀_조직현황(기초지자체)(2010_2014)]_v1.0.docx",REST,uddi:a676bf82-6e74-45bc-9627-c29671c5b3d1,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002378038&fileDetailSn=1
"15079598",충청북도_음성소방서 다중이용업소현황,충청북도,JSON,"121.OpenAPI활용가이드_충청북도_음성소방서_다중이용업소현황_v1.0.docx",REST,uddi:859e0548-7fa7-4f19-854f-ffa3360ddf7c,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002379578&fileDetailSn=1
"3080519",전라북도 전주시_향토문화유산,전라북도 전주시,JSON+XML,OpenAPI활용가이드_전주시청_공공데이터_향토문화유산_검색_서비스__v1.0.docx,REST,uddi:ea991999-56ae-4d64-9e0b-e25af9d180c5,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001512022&fileDetailSn=0
"3074287",전라북도 전주시_한옥마을 쇼핑센터,전라북도 전주시,JSON+XML,OpenAPI활용가이드_전주시청_공공데이터_한옥마을쇼핑센터_검색_서비스__v1.0.docx,REST,uddi:d1f461fc-f763-478c-bca0-e03afed8b4b0,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001512010&fileDetailSn=0
"15081372",전라남도_전남 박물관 정보,전라남도,XML,기술문서양식_전남 박물관 정보.docx,REST,uddi:b8b26b14-5958-4259-afc0-edf8c037492d_202106211421,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002400374&fileDetailSn=1
"15052669",울산광역시 BIS 정보,울산광역시,XML,OpenAPI활용가이드_울산광역시_BIS_v4.2.docx,REST,uddi:b05a91dc-0042-49fc-92f4-a92ea7a3b0dc,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001498495&fileDetailSn=0
"15054699",울산광역시_장애인 생활시설 현황(API),울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터(장애인생활시설_API)_v1.0.docx,REST,uddi:f5c7090d-cde3-4c08-beb9-9abd14c53044,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001360371&fileDetailSn=0
"15056638",울산광역시 민박펜션,울산광역시,JSON+XML,OpenAPI활용가이드_울산광역시공공데이터(울산광역시 민박펜션)_v2.0.docx,REST,uddi:0b896e17-ef7b-497d-b0a0-9b07952f1a6e,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001384747&fileDetailSn=0
"15057727",울산광역시_공연행사정보( API),울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터_공연행사정보_API__v1.0.docx,REST,uddi:6547f869-3ff4-47e0-b856-818db641d2c7,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001489892&fileDetailSn=0
"15078550",충청북도_장소별 재난발생 현황,충청북도,JSON,"266.OpenAPI활용가이드_충청북도_장소별_재난발생_현황_v1.0.docx",REST,uddi:b525b642-7bc1-4b83-a6d8-8fedaf57720b_202104061454,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002377408&fileDetailSn=1
"15079583",충청북도_보은소방서 의용소방대 총계 현황,충청북도,JSON,"130.OpenAPI활용가이드_충청북도_보은소방서_의용소방대_총계현황_v1.0.docx",REST,uddi:ff2148bd-f706-4ac8-bd37-c2c1a8da1964_202104061311,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002379542&fileDetailSn=1
"15084012",전라남도_전남TV 남도갤러리 정보,전라남도,XML,기술문서양식_전남TV 남도갤러리 정보.docx,REST,uddi:09509992-4a9f-45ea-84e6-e2d2efcba6c2,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002400718&fileDetailSn=1
"15083976",전라남도_전남 착한가격업소 정보,전라남도,XML,기술문서양식_전남 착한가격업소 정보.docx,REST,uddi:fcbb922b-1527-4f4c-8e47-f1d284212ed5,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002400440&fileDetailSn=1
"15059053",울산광역시 영남알프스 등산 정보,울산광역시,JSON+XML,OpenAPI활용가이드_울산광역시공공데이터_울산광역시_영남알프스_등산_정보__v3.0.docx,REST,uddi:d4fb6b99-d2a8-4859-8667-d80fe7cbeb6e,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001442100&fileDetailSn=0
"3043784",울산광역시_음식점 현황,울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터_모범음식점현황API.docx,REST,uddi:8fcc8569-c1b3-46b8-a684-f046b54bdff5,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001388786&fileDetailSn=0
"3080824",울산광역시_자전거 도로 현황,울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터(자전거도로현황_API)_v1.0.docx,REST,uddi:10427d1b-0376-4813-b35c-cba882f6e399,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001360331&fileDetailSn=0
"15078610",충청북도_충북학사 서서울관 재사생 시군별현황,충청북도,JSON,"257.OpenAPI활용가이드_충청북도_충북학사_서서울관_재사생_시군별현황_v1.0.docx",REST,uddi:903fefea-3005-46de-877b-9a178529cedc_202104061446,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002377505&fileDetailSn=1
"15078769",충청북도_충북과학기술혁신원 주요사업분야,충청북도,JSON,"23.OpenAPI활용가이드_[충청북도_충북과학기술혁신원_주요사업분야]_v1.0.docx",REST,uddi:e5267c6c-3567-49ce-a982-9ebfcacf2e6b_202104061434,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002377729&fileDetailSn=1
"15077180",전라남도 광양시_도시공원정보,전라남도 광양시,XML,표준_조회서비스_오픈API활용가이드_도시공원정보v1.0_20210210.docx,REST,uddi:fa53eaee-4bd7-42b8-a99e-9cffde672c94_202105061537,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002388376&fileDetailSn=1
"3057770",울산광역시 교통정보,울산광역시,XML,OpenAPI활용가이드_울산광역시_HUB_v4.0.docx,REST,uddi:a786c9e0-4f3e-4449-b4b4-a4c75342cf34,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001385917&fileDetailSn=0
"15080346",경기도_버스도착정보 조회,경기도,XML,GB208 서비스+명세서_경기버스정보_버스도착정보조회(V.6.0.1)_REST.doc,REST,uddi:80337285-25d4-46e1-8a00-dd6179d61217_202104131702,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002383810&fileDetailSn=1
"15059115",국민권익위원회_공모제안조회서비스,국민권익위원회,JSON,[국권위]openAPI공모제안 조회서비스.docx,REST,uddi:d9ef4b23-3b83-4b2a-a214-e47c1386f7ae,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001612900&fileDetailSn=0
"15059607",금융위원회_주식등록예탁가능정보,금융위원회,JSON+XML,오픈API 활용자가이드_금융위원회_주식등록예탁가능정보.docx,REST,uddi:cd2e9ef7-a048-4d53-ba5e-a0859bc3aa57_202005221934,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002255251&fileDetailSn=1
"15059581",금융위원회_정보공개재산정보,금융위원회,JSON+XML,오픈API 활용자가이드_51_금융위원회_정보공개재산정보.docx,REST,uddi:022f8829-e9f0-463f-9c72-a6f39dca391a_202005071341,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002250292&fileDetailSn=1
"15059602",금융위원회_파산금융회사손익계산서정보,금융위원회,JSON+XML,오픈API 활용자가이드_금융위원회_파산금융회사손익계산서정보.docx,REST,uddi:2d7e807c-3993-4836-8eaa-e285cd9468e8,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002247507&fileDetailSn=1
"15059597",금융위원회_지배구조정보,금융위원회,JSON+XML,오픈API 활용자가이드_금융위원회_지배구조정보.docx,REST,uddi:53626ba0-8548-4d2b-8d85-e37b018325a6,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002247498&fileDetailSn=1
"3043453",공정거래위원회_대규모기업집단 공개현황 조회 서비스,공정거래위원회,XML,기술문서양식_오픈API_대규모기업집단 공개현황 정보 서비스_공정거래위원회_0227.docx,REST,uddi:0c6b545b-66d7-4b87-bc4d-e70440217f3f,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001504657&fileDetailSn=0
"15079745",공정거래위원회_방문판매사업자 등록현황 통계 제공 서비스,공정거래위원회,JSON+XML,"16.방문판매사업자 등록현황 통계 제공 서비스 활용 가이드_v1.0.docx",REST,uddi:7dc06527-2bef-44d3-85eb-cc64eaa81bbb,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002387900&fileDetailSn=1
"15079769",공정거래위원회_후원방문판매사업자 등록변경현황 제공 서비스,공정거래위원회,JSON+XML,"19.후원방문판매사업자 등록변경현황 제공 서비스 가이드_v1.0.docx",REST,uddi:c8eb4de1-e87a-4ae4-8e0c-c7322de342c8,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002387903&fileDetailSn=1
"15061357",금융위원회_금융통계선물사정보,금융위원회,JSON+XML,금융통계 활용자가이드_금융통계선물사정보.docx,REST,uddi:b295d381-f52d-4318-9191-96fe1fafff1f_202007151940,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002275211&fileDetailSn=1
"15061331",금융위원회_금융통계리스사정보,금융위원회,JSON+XML,금융통계 활용자가이드_금융통계리스사정보.docx,REST,uddi:b60edf8e-b2d7-4c8f-8780-d3a38c3ccafd_202007151946,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002273238&fileDetailSn=1
"15061308",금융위원회_금융통계신용카드사정보,금융위원회,JSON,금융통계 활용자가이드_금융통계신용카드사정보.docx,REST,uddi:a55696b0-c229-42c3-bd62-ce804b995015_202007151907,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002273225&fileDetailSn=1
"15057404",해양수산부 국립수산과학원_위성해양영상정보,해양수산부 국립수산과학원,XML,국립수산과학원(해양수산연구정보)_위성해양영상정보.docx,REST,uddi:4be634dc-0d9a-452e-9716-91ee6cfbcccb_201601071617,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001502683&fileDetailSn=0
"15057522",민박/펜션업소,경상북도 김천시,XML,GC_OA_DV_1019_OpenAPI활용가이드_김천시청(민박펜션업소)_v1.0.docx,REST,uddi:54c6539f-ddcd-4b79-8766-db7ebdb6b73f,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001274021&fileDetailSn=0
"15057690",경상북도 지방공공요금 정보 조회,경상북도,XML,경상북도 지방공공요금 정보조회.doc,REST,uddi:62195578-ff95-415d-949d-ca2c63157586,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001257152&fileDetailSn=0
"15058138",김천시 작목별 지역정보,경상북도 김천시,XML,GC_OA_DV_1013_OpenAPI활용가이드_김천시청(작목별+지역정보)_v1.1.docx,REST,uddi:8835c439-ac01-4eef-a436-8adf8dfb3dda,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001352940&fileDetailSn=0
"15059090",경상북도 안동시_사회복지시설현황 조회,경상북도 안동시,XML,"4.사회복지시설현황 서비스 명세서.hwp",REST,uddi:d820e1c6-2c70-4f07-8ecc-b76702859c89_201911141149,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001589426&fileDetailSn=0
"15059273",김천시 다소비 일반의약품 판매 정보 제공,경상북도 김천시,XML,GC_OA_DV_0084_OpenAPI활용가이드_김천시청(다소비 일반의약품 판매가격 조사결과)_v1.1.docx,REST,uddi:e7500b3e-e802-4887-a572-d7f0aba81bfb,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001499181&fileDetailSn=0
